Date,Object,Index,Name,NewStat,NewCt,NewTm,Note
01/15/2014 01:11:01.155 AM,DI,4,UNITS RETURNED,1,7521,64458,DI Change
01/15/2014 01:11:02.898 AM,DI,2,FIXTURES CLAMPLED,1,7525,58219,DI Change
01/15/2014 01:11:06.938 AM,DI,1,INDEX COMLPETE,1,7444,24186,DI Change
01/15/2014 01:11:07.054 AM,DI,4,UNITS RETURNED,0,7521,64464,DI Change
01/15/2014 01:11:07.927 AM,DI,2,FIXTURES CLAMPLED,0,7525,58224,DI Change
01/15/2014 01:11:18.847 AM,DI,1,INDEX COMLPETE,0,7444,24198,DI Change
01/15/2014 01:11:18.953 AM,DI,4,UNITS RETURNED,1,7522,64464,DI Change
01/15/2014 01:11:20.590 AM,DI,2,FIXTURES CLAMPLED,1,7526,58224,DI Change
01/15/2014 01:11:24.630 AM,DI,1,INDEX COMLPETE,1,7445,24198,DI Change
01/15/2014 01:11:24.747 AM,DI,4,UNITS RETURNED,0,7522,64470,DI Change
01/15/2014 01:11:25.616 AM,DI,2,FIXTURES CLAMPLED,0,7526,58229,DI Change
01/15/2014 01:11:36.425 AM,DI,1,INDEX COMLPETE,0,7445,24210,DI Change
01/15/2014 01:11:42.431 AM,DI,2,FIXTURES CLAMPLED,1,7527,58229,DI Change
01/15/2014 01:11:42.445 AM,DI,4,UNITS RETURNED,1,7523,64470,DI Change
01/15/2014 01:11:46.471 AM,DI,1,INDEX COMLPETE,1,7446,24210,DI Change
01/15/2014 01:11:46.491 AM,DI,4,UNITS RETURNED,0,7523,64474,DI Change
01/15/2014 01:11:47.455 AM,DI,2,FIXTURES CLAMPLED,0,7527,58234,DI Change
01/15/2014 01:11:58.593 AM,DI,1,INDEX COMLPETE,0,7446,24222,DI Change
01/15/2014 01:11:58.613 AM,DI,4,UNITS RETURNED,1,7524,64474,DI Change
01/15/2014 01:11:59.904 AM,DI,2,FIXTURES CLAMPLED,1,7528,58234,DI Change
01/15/2014 01:12:03.947 AM,DI,1,INDEX COMLPETE,1,7447,24222,DI Change
01/15/2014 01:12:04.060 AM,DI,4,UNITS RETURNED,0,7524,64480,DI Change
01/15/2014 01:12:04.930 AM,DI,2,FIXTURES CLAMPLED,0,7528,58239,DI Change
01/15/2014 01:12:15.739 AM,DI,1,INDEX COMLPETE,0,7447,24234,DI Change
01/15/2014 01:12:15.855 AM,DI,4,UNITS RETURNED,1,7525,64480,DI Change
01/15/2014 01:12:17.705 AM,DI,2,FIXTURES CLAMPLED,1,7529,58239,DI Change
01/15/2014 01:12:21.525 AM,DI,1,INDEX COMLPETE,1,7448,24234,DI Change
01/15/2014 01:12:21.545 AM,DI,4,UNITS RETURNED,0,7525,64485,DI Change
01/15/2014 01:12:22.510 AM,DI,2,FIXTURES CLAMPLED,0,7529,58244,DI Change
01/15/2014 01:12:33.760 AM,DI,1,INDEX COMLPETE,0,7448,24246,DI Change
01/15/2014 01:12:33.868 AM,DI,4,UNITS RETURNED,1,7526,64485,DI Change
01/15/2014 01:12:35.396 AM,DI,2,FIXTURES CLAMPLED,1,7530,58244,DI Change
01/15/2014 01:12:39.330 AM,DI,1,INDEX COMLPETE,1,7449,24246,DI Change
01/15/2014 01:12:39.442 AM,DI,4,UNITS RETURNED,0,7526,64491,DI Change
01/15/2014 01:12:40.423 AM,DI,2,FIXTURES CLAMPLED,0,7530,58249,DI Change
01/15/2014 01:12:51.666 AM,DI,1,INDEX COMLPETE,0,7449,24259,DI Change
01/15/2014 01:12:51.781 AM,DI,4,UNITS RETURNED,1,7527,64491,DI Change
01/15/2014 01:12:53.419 AM,DI,2,FIXTURES CLAMPLED,1,7531,58249,DI Change
01/15/2014 01:12:57.128 AM,DI,1,INDEX COMLPETE,1,7450,24259,DI Change
01/15/2014 01:12:57.240 AM,DI,4,UNITS RETURNED,0,7527,64496,DI Change
01/15/2014 01:12:58.220 AM,DI,2,FIXTURES CLAMPLED,0,7531,58254,DI Change
01/15/2014 01:13:08.811 AM,DI,1,INDEX COMLPETE,0,7450,24270,DI Change
01/15/2014 01:13:08.831 AM,DI,4,UNITS RETURNED,1,7528,64496,DI Change
01/15/2014 01:13:11.109 AM,DI,2,FIXTURES CLAMPLED,1,7532,58254,DI Change
01/15/2014 01:13:14.821 AM,DI,1,INDEX COMLPETE,1,7451,24270,DI Change
01/15/2014 01:13:14.928 AM,DI,4,UNITS RETURNED,0,7528,64502,DI Change
01/15/2014 01:13:15.911 AM,DI,2,FIXTURES CLAMPLED,0,7532,58259,DI Change
01/15/2014 01:13:26.834 AM,DI,1,INDEX COMLPETE,0,7451,24282,DI Change
01/15/2014 01:13:26.942 AM,DI,4,UNITS RETURNED,1,7529,64502,DI Change
01/15/2014 01:13:28.802 AM,DI,2,FIXTURES CLAMPLED,1,7533,58259,DI Change
01/15/2014 01:13:32.945 AM,DI,1,INDEX COMLPETE,1,7452,24282,DI Change
01/15/2014 01:13:33.058 AM,DI,4,UNITS RETURNED,0,7529,64508,DI Change
01/15/2014 01:13:33.929 AM,DI,2,FIXTURES CLAMPLED,0,7533,58264,DI Change
01/15/2014 01:13:45.181 AM,DI,1,INDEX COMLPETE,0,7452,24295,DI Change
01/15/2014 01:13:45.201 AM,DI,4,UNITS RETURNED,1,7530,64508,DI Change
01/15/2014 01:13:46.929 AM,DI,2,FIXTURES CLAMPLED,1,7534,58264,DI Change
01/15/2014 01:13:50.855 AM,DI,1,INDEX COMLPETE,1,7453,24295,DI Change
01/15/2014 01:13:50.875 AM,DI,4,UNITS RETURNED,0,7530,64514,DI Change
01/15/2014 01:13:51.841 AM,DI,2,FIXTURES CLAMPLED,0,7534,58269,DI Change
01/15/2014 01:14:02.979 AM,DI,1,INDEX COMLPETE,0,7453,24307,DI Change
01/15/2014 01:14:02.999 AM,DI,4,UNITS RETURNED,1,7531,64514,DI Change
01/15/2014 01:14:04.618 AM,DI,2,FIXTURES CLAMPLED,1,7535,58269,DI Change
01/15/2014 01:14:08.657 AM,DI,1,INDEX COMLPETE,1,7454,24307,DI Change
01/15/2014 01:14:08.770 AM,DI,4,UNITS RETURNED,0,7531,64520,DI Change
01/15/2014 01:14:09.640 AM,DI,2,FIXTURES CLAMPLED,0,7535,58274,DI Change
01/15/2014 01:14:20.777 AM,DI,1,INDEX COMLPETE,0,7454,24319,DI Change
01/15/2014 01:14:20.797 AM,DI,4,UNITS RETURNED,1,7532,64520,DI Change
01/15/2014 01:14:22.198 AM,DI,2,FIXTURES CLAMPLED,1,7536,58274,DI Change
01/15/2014 01:14:26.130 AM,DI,1,INDEX COMLPETE,1,7455,24319,DI Change
01/15/2014 01:14:26.241 AM,DI,4,UNITS RETURNED,0,7532,64525,DI Change
01/15/2014 01:14:27.118 AM,DI,2,FIXTURES CLAMPLED,0,7536,58279,DI Change
01/15/2014 01:14:38.253 AM,DI,1,INDEX COMLPETE,0,7455,24331,DI Change
01/15/2014 01:14:38.364 AM,DI,4,UNITS RETURNED,1,7533,64525,DI Change
01/15/2014 01:14:40.001 AM,DI,2,FIXTURES CLAMPLED,1,7537,58279,DI Change
01/15/2014 01:14:44.039 AM,DI,1,INDEX COMLPETE,1,7456,24331,DI Change
01/15/2014 01:14:44.152 AM,DI,4,UNITS RETURNED,0,7533,64531,DI Change
01/15/2014 01:14:45.135 AM,DI,2,FIXTURES CLAMPLED,0,7537,58284,DI Change
01/15/2014 01:14:56.053 AM,DI,1,INDEX COMLPETE,0,7456,24343,DI Change
01/15/2014 01:14:56.163 AM,DI,4,UNITS RETURNED,1,7534,64531,DI Change
01/15/2014 01:14:57.912 AM,DI,2,FIXTURES CLAMPLED,1,7538,58284,DI Change
01/15/2014 01:15:01.844 AM,DI,1,INDEX COMLPETE,1,7457,24343,DI Change
01/15/2014 01:15:02.824 AM,DI,2,FIXTURES CLAMPLED,0,7538,58288,DI Change
01/15/2014 01:15:13.744 AM,DI,1,INDEX COMLPETE,0,7457,24355,DI Change
01/15/2014 01:15:13.853 AM,DI,4,UNITS RETURNED,1,7535,64537,DI Change
01/15/2014 01:15:15.710 AM,DI,2,FIXTURES CLAMPLED,1,7539,58288,DI Change
01/15/2014 01:15:19.858 AM,DI,1,INDEX COMLPETE,1,7458,24355,DI Change
01/15/2014 01:15:19.973 AM,DI,4,UNITS RETURNED,0,7535,64543,DI Change
01/15/2014 01:15:20.847 AM,DI,2,FIXTURES CLAMPLED,0,7539,58293,DI Change
01/15/2014 01:15:31.653 AM,DI,1,INDEX COMLPETE,0,7458,24367,DI Change
01/15/2014 01:15:31.769 AM,DI,4,UNITS RETURNED,1,7536,64543,DI Change
01/15/2014 01:15:34.055 AM,DI,2,FIXTURES CLAMPLED,1,7540,58293,DI Change
01/15/2014 01:15:37.988 AM,DI,1,INDEX COMLPETE,1,7459,24367,DI Change
01/15/2014 01:15:38.008 AM,DI,4,UNITS RETURNED,0,7536,64549,DI Change
01/15/2014 01:15:38.975 AM,DI,2,FIXTURES CLAMPLED,0,7540,58298,DI Change
01/15/2014 01:15:49.890 AM,DI,1,INDEX COMLPETE,0,7459,24379,DI Change
01/15/2014 01:15:49.910 AM,DI,4,UNITS RETURNED,1,7537,64549,DI Change
01/15/2014 01:15:52.078 AM,DI,2,FIXTURES CLAMPLED,1,7541,58298,DI Change
01/15/2014 01:15:56.007 AM,DI,1,INDEX COMLPETE,1,7460,24379,DI Change
01/15/2014 01:15:56.027 AM,DI,4,UNITS RETURNED,0,7537,64555,DI Change
01/15/2014 01:15:56.990 AM,DI,2,FIXTURES CLAMPLED,0,7541,58303,DI Change
01/15/2014 01:16:08.127 AM,DI,1,INDEX COMLPETE,0,7460,24391,DI Change
01/15/2014 01:16:08.147 AM,DI,4,UNITS RETURNED,1,7538,64555,DI Change
01/15/2014 01:16:09.657 AM,DI,2,FIXTURES CLAMPLED,1,7542,58303,DI Change
01/15/2014 01:16:13.477 AM,DI,1,INDEX COMLPETE,1,7461,24391,DI Change
01/15/2014 01:16:13.497 AM,DI,4,UNITS RETURNED,0,7538,64561,DI Change
01/15/2014 01:16:14.461 AM,DI,2,FIXTURES CLAMPLED,0,7542,58308,DI Change
01/15/2014 01:16:25.058 AM,DI,1,INDEX COMLPETE,0,7461,24402,DI Change
01/15/2014 01:16:25.168 AM,DI,4,UNITS RETURNED,1,7539,64561,DI Change
01/15/2014 01:16:27.023 AM,DI,2,FIXTURES CLAMPLED,1,7543,58308,DI Change
01/15/2014 01:16:30.736 AM,DI,1,INDEX COMLPETE,1,7462,24402,DI Change
01/15/2014 01:16:30.843 AM,DI,4,UNITS RETURNED,0,7539,64566,DI Change
01/15/2014 01:16:31.719 AM,DI,2,FIXTURES CLAMPLED,0,7543,58313,DI Change
01/15/2014 01:16:42.854 AM,DI,1,INDEX COMLPETE,0,7462,24414,DI Change
01/15/2014 01:16:42.966 AM,DI,4,UNITS RETURNED,1,7540,64566,DI Change
01/15/2014 01:16:44.716 AM,DI,2,FIXTURES CLAMPLED,1,7544,58313,DI Change
01/15/2014 01:16:48.534 AM,DI,1,INDEX COMLPETE,1,7463,24414,DI Change
01/15/2014 01:16:48.649 AM,DI,4,UNITS RETURNED,0,7540,64572,DI Change
01/15/2014 01:16:49.625 AM,DI,2,FIXTURES CLAMPLED,0,7544,58318,DI Change
01/15/2014 01:17:00.764 AM,DI,1,INDEX COMLPETE,0,7463,24427,DI Change
01/15/2014 01:17:00.877 AM,DI,4,UNITS RETURNED,1,7541,64572,DI Change
01/15/2014 01:17:02.512 AM,DI,2,FIXTURES CLAMPLED,1,7545,58318,DI Change
01/15/2014 01:17:06.336 AM,DI,1,INDEX COMLPETE,1,7464,24427,DI Change
01/15/2014 01:17:06.444 AM,DI,4,UNITS RETURNED,0,7541,64578,DI Change
01/15/2014 01:17:07.427 AM,DI,2,FIXTURES CLAMPLED,0,7545,58323,DI Change
01/15/2014 01:17:18.131 AM,DI,1,INDEX COMLPETE,0,7464,24438,DI Change
01/15/2014 01:17:18.151 AM,DI,4,UNITS RETURNED,1,7542,64578,DI Change
01/15/2014 01:17:20.312 AM,DI,2,FIXTURES CLAMPLED,1,7546,58323,DI Change
01/15/2014 01:17:24.243 AM,DI,1,INDEX COMLPETE,1,7465,24438,DI Change
01/15/2014 01:17:24.263 AM,DI,4,UNITS RETURNED,0,7542,64584,DI Change
01/15/2014 01:17:25.227 AM,DI,2,FIXTURES CLAMPLED,0,7546,58327,DI Change
01/15/2014 01:17:36.258 AM,DI,1,INDEX COMLPETE,0,7465,24450,DI Change
01/15/2014 01:17:36.278 AM,DI,4,UNITS RETURNED,1,7543,64584,DI Change
01/15/2014 01:17:38.225 AM,DI,2,FIXTURES CLAMPLED,1,7547,58327,DI Change
01/15/2014 01:17:41.935 AM,DI,1,INDEX COMLPETE,1,7466,24450,DI Change
01/15/2014 01:17:42.047 AM,DI,4,UNITS RETURNED,0,7543,64589,DI Change
01/15/2014 01:17:43.032 AM,DI,2,FIXTURES CLAMPLED,0,7547,58332,DI Change
01/15/2014 01:17:53.841 AM,DI,1,INDEX COMLPETE,0,7466,24462,DI Change
01/15/2014 01:17:53.861 AM,DI,4,UNITS RETURNED,1,7544,64589,DI Change
01/15/2014 01:17:56.134 AM,DI,2,FIXTURES CLAMPLED,1,7548,58332,DI Change
01/15/2014 01:17:59.953 AM,DI,1,INDEX COMLPETE,1,7467,24462,DI Change
01/15/2014 01:18:00.066 AM,DI,4,UNITS RETURNED,0,7544,64596,DI Change
01/15/2014 01:18:00.935 AM,DI,2,FIXTURES CLAMPLED,0,7548,58337,DI Change
01/15/2014 01:18:12.075 AM,DI,1,INDEX COMLPETE,0,7467,24474,DI Change
01/15/2014 01:18:12.186 AM,DI,4,UNITS RETURNED,1,7545,64596,DI Change
01/15/2014 01:18:13.713 AM,DI,2,FIXTURES CLAMPLED,1,7549,58337,DI Change
01/15/2014 01:18:17.759 AM,DI,1,INDEX COMLPETE,1,7468,24474,DI Change
01/15/2014 01:18:17.870 AM,DI,4,UNITS RETURNED,0,7545,64601,DI Change
01/15/2014 01:18:18.739 AM,DI,2,FIXTURES CLAMPLED,0,7549,58342,DI Change
01/15/2014 01:18:29.767 AM,DI,1,INDEX COMLPETE,0,7468,24486,DI Change
01/15/2014 01:18:29.879 AM,DI,4,UNITS RETURNED,1,7546,64601,DI Change
01/15/2014 01:18:31.406 AM,DI,2,FIXTURES CLAMPLED,1,7550,58342,DI Change
01/15/2014 01:18:35.336 AM,DI,1,INDEX COMLPETE,1,7469,24486,DI Change
01/15/2014 01:18:35.355 AM,DI,4,UNITS RETURNED,0,7546,64607,DI Change
01/15/2014 01:18:36.319 AM,DI,2,FIXTURES CLAMPLED,0,7550,58347,DI Change
01/15/2014 01:18:47.350 AM,DI,1,INDEX COMLPETE,0,7469,24498,DI Change
01/15/2014 01:18:47.370 AM,DI,4,UNITS RETURNED,1,7547,64607,DI Change
01/15/2014 01:18:48.882 AM,DI,2,FIXTURES CLAMPLED,1,7551,58347,DI Change
01/15/2014 01:18:52.809 AM,DI,1,INDEX COMLPETE,1,7470,24498,DI Change
01/15/2014 01:18:52.829 AM,DI,4,UNITS RETURNED,0,7547,64612,DI Change
01/15/2014 01:18:53.798 AM,DI,2,FIXTURES CLAMPLED,0,7551,58352,DI Change
01/15/2014 01:19:05.043 AM,DI,1,INDEX COMLPETE,0,7470,24510,DI Change
01/15/2014 01:19:05.063 AM,DI,4,UNITS RETURNED,1,7548,64612,DI Change
01/15/2014 01:19:06.351 AM,DI,2,FIXTURES CLAMPLED,1,7552,58352,DI Change
01/15/2014 01:19:10.175 AM,DI,1,INDEX COMLPETE,1,7471,24510,DI Change
01/15/2014 01:19:10.195 AM,DI,4,UNITS RETURNED,0,7548,64617,DI Change
01/15/2014 01:19:11.155 AM,DI,2,FIXTURES CLAMPLED,0,7552,58357,DI Change
01/15/2014 01:19:22.184 AM,DI,1,INDEX COMLPETE,0,7471,24522,DI Change
01/15/2014 01:19:22.297 AM,DI,4,UNITS RETURNED,1,7549,64617,DI Change
01/15/2014 01:19:24.151 AM,DI,2,FIXTURES CLAMPLED,1,7553,58357,DI Change
01/15/2014 01:19:27.972 AM,DI,1,INDEX COMLPETE,1,7472,24522,DI Change
01/15/2014 01:19:28.086 AM,DI,4,UNITS RETURNED,0,7549,64623,DI Change
01/15/2014 01:19:28.962 AM,DI,2,FIXTURES CLAMPLED,0,7553,58361,DI Change
01/15/2014 01:19:39.985 AM,DI,1,INDEX COMLPETE,0,7472,24534,DI Change
01/15/2014 01:19:40.100 AM,DI,4,UNITS RETURNED,1,7550,64623,DI Change
01/15/2014 01:19:41.842 AM,DI,2,FIXTURES CLAMPLED,1,7554,58361,DI Change
01/15/2014 01:19:45.882 AM,DI,1,INDEX COMLPETE,1,7473,24534,DI Change
01/15/2014 01:19:45.898 AM,DI,4,UNITS RETURNED,0,7550,64629,DI Change
01/15/2014 01:19:46.869 AM,DI,2,FIXTURES CLAMPLED,0,7554,58366,DI Change
01/15/2014 01:19:58.116 AM,DI,1,INDEX COMLPETE,0,7473,24547,DI Change
01/15/2014 01:19:58.135 AM,DI,4,UNITS RETURNED,1,7551,64629,DI Change
01/15/2014 01:19:59.756 AM,DI,2,FIXTURES CLAMPLED,1,7555,58366,DI Change
01/15/2014 01:20:03.464 AM,DI,1,INDEX COMLPETE,1,7474,24547,DI Change
01/15/2014 01:20:03.576 AM,DI,4,UNITS RETURNED,0,7551,64635,DI Change
01/15/2014 01:20:04.448 AM,DI,2,FIXTURES CLAMPLED,0,7555,58371,DI Change
01/15/2014 01:20:15.480 AM,DI,1,INDEX COMLPETE,0,7474,24559,DI Change
01/15/2014 01:20:15.589 AM,DI,4,UNITS RETURNED,1,7552,64635,DI Change
01/15/2014 01:20:17.554 AM,DI,2,FIXTURES CLAMPLED,1,7556,58371,DI Change
01/15/2014 01:20:21.264 AM,DI,1,INDEX COMLPETE,1,7475,24559,DI Change
01/15/2014 01:20:21.382 AM,DI,4,UNITS RETURNED,0,7552,64640,DI Change
01/15/2014 01:20:22.251 AM,DI,2,FIXTURES CLAMPLED,0,7556,58376,DI Change
01/15/2014 01:20:33.388 AM,DI,1,INDEX COMLPETE,0,7475,24571,DI Change
01/15/2014 01:20:33.499 AM,DI,4,UNITS RETURNED,1,7553,64640,DI Change
01/15/2014 01:20:35.358 AM,DI,2,FIXTURES CLAMPLED,1,7557,58376,DI Change
01/15/2014 01:20:39.283 AM,DI,1,INDEX COMLPETE,1,7476,24571,DI Change
01/15/2014 01:20:39.302 AM,DI,4,UNITS RETURNED,0,7553,64646,DI Change
01/15/2014 01:20:40.267 AM,DI,2,FIXTURES CLAMPLED,0,7557,58381,DI Change
01/15/2014 01:20:51.515 AM,DI,1,INDEX COMLPETE,0,7476,24583,DI Change
01/15/2014 01:20:51.536 AM,DI,4,UNITS RETURNED,1,7554,64646,DI Change
01/15/2014 01:20:53.376 AM,DI,2,FIXTURES CLAMPLED,1,7558,58381,DI Change
01/15/2014 01:20:57.085 AM,DI,1,INDEX COMLPETE,1,7477,24583,DI Change
01/15/2014 01:20:57.196 AM,DI,4,UNITS RETURNED,0,7554,64652,DI Change
01/15/2014 01:20:58.070 AM,DI,2,FIXTURES CLAMPLED,0,7558,58386,DI Change
01/15/2014 01:21:08.988 AM,DI,1,INDEX COMLPETE,0,7477,24595,DI Change
01/15/2014 01:21:09.104 AM,DI,4,UNITS RETURNED,1,7555,64652,DI Change
01/15/2014 01:21:11.282 AM,DI,2,FIXTURES CLAMPLED,1,7559,58386,DI Change
01/15/2014 01:21:15.108 AM,DI,1,INDEX COMLPETE,1,7478,24595,DI Change
01/15/2014 01:21:16.088 AM,DI,2,FIXTURES CLAMPLED,0,7559,58390,DI Change
01/15/2014 01:21:27.121 AM,DI,1,INDEX COMLPETE,0,7478,24607,DI Change
01/15/2014 01:21:27.141 AM,DI,4,UNITS RETURNED,1,7556,64658,DI Change
01/15/2014 01:21:28.973 AM,DI,2,FIXTURES CLAMPLED,1,7560,58390,DI Change
01/15/2014 01:21:32.903 AM,DI,1,INDEX COMLPETE,1,7479,24607,DI Change
01/15/2014 01:21:32.922 AM,DI,4,UNITS RETURNED,0,7556,64664,DI Change
01/15/2014 01:21:33.887 AM,DI,2,FIXTURES CLAMPLED,0,7560,58395,DI Change
01/15/2014 01:21:45.138 AM,DI,1,INDEX COMLPETE,0,7479,24619,DI Change
01/15/2014 01:21:45.159 AM,DI,4,UNITS RETURNED,1,7557,64664,DI Change
01/15/2014 01:21:46.446 AM,DI,2,FIXTURES CLAMPLED,1,7561,58395,DI Change
01/15/2014 01:21:50.493 AM,DI,1,INDEX COMLPETE,1,7480,24619,DI Change
01/15/2014 01:21:50.512 AM,DI,4,UNITS RETURNED,0,7557,64669,DI Change
01/15/2014 01:21:51.470 AM,DI,2,FIXTURES CLAMPLED,0,7561,58400,DI Change
01/15/2014 01:22:02.171 AM,DI,1,INDEX COMLPETE,0,7480,24631,DI Change
01/15/2014 01:22:02.192 AM,DI,4,UNITS RETURNED,1,7558,64669,DI Change
01/15/2014 01:22:03.918 AM,DI,2,FIXTURES CLAMPLED,1,7562,58400,DI Change
01/15/2014 01:22:07.960 AM,DI,1,INDEX COMLPETE,1,7481,24631,DI Change
01/15/2014 01:22:08.071 AM,DI,4,UNITS RETURNED,0,7558,64675,DI Change
01/15/2014 01:22:09.051 AM,DI,2,FIXTURES CLAMPLED,0,7562,58405,DI Change
01/15/2014 01:22:20.192 AM,DI,1,INDEX COMLPETE,0,7481,24643,DI Change
01/15/2014 01:22:20.302 AM,DI,4,UNITS RETURNED,1,7559,64675,DI Change
01/15/2014 01:22:21.719 AM,DI,2,FIXTURES CLAMPLED,1,7563,58405,DI Change
01/15/2014 01:22:25.650 AM,DI,1,INDEX COMLPETE,1,7482,24643,DI Change
01/15/2014 01:22:25.672 AM,DI,4,UNITS RETURNED,0,7559,64680,DI Change
01/15/2014 01:22:26.634 AM,DI,2,FIXTURES CLAMPLED,0,7563,58410,DI Change
01/15/2014 01:22:37.553 AM,DI,1,INDEX COMLPETE,0,7482,24655,DI Change
01/15/2014 01:22:37.573 AM,DI,4,UNITS RETURNED,1,7560,64680,DI Change
01/15/2014 01:22:39.410 AM,DI,2,FIXTURES CLAMPLED,1,7564,58410,DI Change
01/15/2014 01:22:43.450 AM,DI,1,INDEX COMLPETE,1,7483,24655,DI Change
01/15/2014 01:22:43.472 AM,DI,4,UNITS RETURNED,0,7560,64686,DI Change
01/15/2014 01:22:44.433 AM,DI,2,FIXTURES CLAMPLED,0,7564,58415,DI Change
01/15/2014 01:22:55.575 AM,DI,1,INDEX COMLPETE,0,7483,24667,DI Change
01/15/2014 01:22:55.593 AM,DI,4,UNITS RETURNED,1,7561,64686,DI Change
01/15/2014 01:22:57.544 AM,DI,2,FIXTURES CLAMPLED,1,7565,58415,DI Change
01/15/2014 01:23:01.360 AM,DI,1,INDEX COMLPETE,1,7484,24667,DI Change
01/15/2014 01:23:01.474 AM,DI,4,UNITS RETURNED,0,7561,64692,DI Change
01/15/2014 01:23:02.452 AM,DI,2,FIXTURES CLAMPLED,0,7565,58420,DI Change
01/15/2014 01:23:13.373 AM,DI,1,INDEX COMLPETE,0,7484,24679,DI Change
01/15/2014 01:23:13.395 AM,DI,4,UNITS RETURNED,1,7562,64692,DI Change
01/15/2014 01:23:15.448 AM,DI,2,FIXTURES CLAMPLED,1,7566,58420,DI Change
01/15/2014 01:23:19.166 AM,DI,1,INDEX COMLPETE,1,7485,24679,DI Change
01/15/2014 01:23:19.188 AM,DI,4,UNITS RETURNED,0,7562,64698,DI Change
01/15/2014 01:23:20.145 AM,DI,2,FIXTURES CLAMPLED,0,7566,58425,DI Change
01/15/2014 01:23:31.064 AM,DI,1,INDEX COMLPETE,0,7485,24691,DI Change
01/15/2014 01:23:31.085 AM,DI,4,UNITS RETURNED,1,7563,64698,DI Change
01/15/2014 01:23:33.250 AM,DI,2,FIXTURES CLAMPLED,1,7567,58425,DI Change
01/15/2014 01:23:38.490 AM,DI,1,INDEX COMLPETE,1,7486,24691,DI Change
01/15/2014 01:23:38.604 AM,DI,4,UNITS RETURNED,0,7563,64705,DI Change
01/15/2014 01:23:39.477 AM,DI,2,FIXTURES CLAMPLED,0,7567,58431,DI Change
01/15/2014 01:23:50.288 AM,DI,1,INDEX COMLPETE,0,7486,24703,DI Change
01/15/2014 01:23:50.399 AM,DI,4,UNITS RETURNED,1,7564,64705,DI Change
01/15/2014 01:23:52.469 AM,DI,2,FIXTURES CLAMPLED,1,7568,58431,DI Change
01/15/2014 01:23:56.185 AM,DI,1,INDEX COMLPETE,1,7487,24703,DI Change
01/15/2014 01:23:56.298 AM,DI,4,UNITS RETURNED,0,7564,64711,DI Change
01/15/2014 01:23:57.168 AM,DI,2,FIXTURES CLAMPLED,0,7568,58436,DI Change
01/15/2014 01:24:08.413 AM,DI,1,INDEX COMLPETE,0,7487,24715,DI Change
01/15/2014 01:24:08.434 AM,DI,4,UNITS RETURNED,1,7565,64711,DI Change
01/15/2014 01:24:10.053 AM,DI,2,FIXTURES CLAMPLED,1,7569,58436,DI Change
01/15/2014 01:24:13.872 AM,DI,1,INDEX COMLPETE,1,7488,24715,DI Change
01/15/2014 01:24:13.985 AM,DI,4,UNITS RETURNED,0,7565,64717,DI Change
01/15/2014 01:24:14.965 AM,DI,2,FIXTURES CLAMPLED,0,7569,58441,DI Change
01/15/2014 01:24:25.885 AM,DI,1,INDEX COMLPETE,0,7488,24727,DI Change
01/15/2014 01:24:25.999 AM,DI,4,UNITS RETURNED,1,7566,64717,DI Change
01/15/2014 01:24:27.748 AM,DI,2,FIXTURES CLAMPLED,1,7570,58441,DI Change
01/15/2014 01:24:31.567 AM,DI,1,INDEX COMLPETE,1,7489,24727,DI Change
01/15/2014 01:24:31.680 AM,DI,4,UNITS RETURNED,0,7566,64722,DI Change
01/15/2014 01:24:32.660 AM,DI,2,FIXTURES CLAMPLED,0,7570,58445,DI Change
01/15/2014 01:24:43.903 AM,DI,1,INDEX COMLPETE,0,7489,24739,DI Change
01/15/2014 01:24:44.014 AM,DI,4,UNITS RETURNED,1,7567,64722,DI Change
01/15/2014 01:24:45.324 AM,DI,2,FIXTURES CLAMPLED,1,7571,58445,DI Change
01/15/2014 01:24:49.146 AM,DI,1,INDEX COMLPETE,1,7490,24739,DI Change
01/15/2014 01:24:49.166 AM,DI,4,UNITS RETURNED,0,7567,64728,DI Change
01/15/2014 01:24:50.130 AM,DI,2,FIXTURES CLAMPLED,0,7571,58450,DI Change
01/15/2014 01:25:01.267 AM,DI,1,INDEX COMLPETE,0,7490,24751,DI Change
01/15/2014 01:25:01.288 AM,DI,4,UNITS RETURNED,1,7568,64728,DI Change
01/15/2014 01:25:02.798 AM,DI,2,FIXTURES CLAMPLED,1,7572,58450,DI Change
01/15/2014 01:25:06.622 AM,DI,1,INDEX COMLPETE,1,7491,24751,DI Change
01/15/2014 01:25:06.644 AM,DI,4,UNITS RETURNED,0,7568,64733,DI Change
01/15/2014 01:25:07.602 AM,DI,2,FIXTURES CLAMPLED,0,7572,58455,DI Change
01/15/2014 01:25:18.855 AM,DI,1,INDEX COMLPETE,0,7491,24763,DI Change
01/15/2014 01:25:18.876 AM,DI,4,UNITS RETURNED,1,7569,64733,DI Change
01/15/2014 01:25:20.382 AM,DI,2,FIXTURES CLAMPLED,1,7573,58455,DI Change
01/15/2014 01:25:24.418 AM,DI,1,INDEX COMLPETE,1,7492,24763,DI Change
01/15/2014 01:25:24.440 AM,DI,4,UNITS RETURNED,0,7569,64739,DI Change
01/15/2014 01:25:25.408 AM,DI,2,FIXTURES CLAMPLED,0,7573,58460,DI Change
01/15/2014 01:25:36.545 AM,DI,1,INDEX COMLPETE,0,7492,24776,DI Change
01/15/2014 01:25:36.566 AM,DI,4,UNITS RETURNED,1,7570,64739,DI Change
